"toi","tid","tfopwg_disp","rastr","ra","decstr","dec","st_pmra","st_pmdec","pl_tranmid","pl_orbper","pl_trandurh","pl_trandep","pl_rade","pl_insol","pl_eqt","st_tmag","st_dist","st_teff","st_logg","st_rad","toi_created","rowupdate"
"5119.01","75427473","FP","05h40m53.38s","852224 040","+25d52m21.09s","258725 250","202180 000","206600 000","24602582061 040","14713 984","30280 000","2360000 000","36261 300","22805700 000","19250000 000","89686 100","1793270 000","51107000 000","","26600 000","25.01.2022 22:18","18.12.2023 16:02"
"512.01","119292328","CP","06h26m35.21s","966467 020","-38d36m25.96s","-386072 100","30040 000","-1090190 000","24584712182 040","71887 332","29505 752","2852579 990","15254 582","1124619 017","8305601 795","89767 000","673975 000","55810000 000","45216 600","0.8826750","18.03.2019 17:05","21.02.2025 12:03"
"512.02","119292328","APC","06h26m35.21s","966467 020","-38d36m25.96s","-386072 100","30040 000","-1090190 000","24592010660 100","202749 388","57880 000","4100000 000","17439 800","565944 000","7640000 000","89767 000","673975 000","55810000 000","45216 600","0.8800000","29.03.2021 18:39","12.07.2023 12:03"
"5120.01","58723861","PC","06h56m51.38s","1042140 730","+22d35m43.61s","225954 480","61290 000","-656050 000","24602679268 150","249163 182","67450 000","62600000 000","120398 000","511862 000","7450000 000","102326 000","2299620 000","57784000 000","41200 000","14700 000","25.01.2022 22:18","06.02.2024 12:03"
"5121.01","366568760","KP","08h31m03.08s","1277628 370","+10d50m51.21s","108475 570","-12780 000","-67780 000","24602695111 570","84071 591","50020 000","5330000 000","101248 000","1141490 000","9100000 000","116522 000","8784300 000","46426000 000","","47100 000","25.01.2022 22:18","01.02.2024 16:02"
"5122.01","116668723","PC","05h42m43.75s","856822 970","+30d45m46.51s","307629 190","210500 000","-282710 000","24602569363 610","33885 867","13770 000","6390000 000","61291 700","18387000 000","18240000 000","98261 400","1836370 000","61487000 000","42500 000","13400 000","25.01.2022 22:18","03.01.2024 16:02"
"5123.01","332022997","KP","08h48m40.77s","1321698 800","+20d27m18.06s","204550 160","-48720 000","-156410 000","24595011451 790","32810 299","19734 854","11636040 257","25044 826","1612475 751","9088517 497","111983 000","1234380 000","47836000 000","45900 000","0.7353450","08.02.2022 22:06","25.11.2024 16:02"
"5123.02","332022997","KP","08h48m40.77s","1321698 800","+20d27m18.06s","204550 160","-48720 000","-156410 000","24595728717 650","84388 997","25274 041","12692030 732","30161 255","457571 538","6633374 243","111983 000","1234380 000","47836000 000","45900 000","0.7353450","25.01.2022 22:18","25.11.2024 16:02"
"5124.01","306902029","FP","06h32m09.46s","980394 250","+17d22m49.98s","173805 500","78810 000","-40250 000","24595499018 170","10754 572","18320 000","6900000 000","84070 500","35935300 000","21560000 000","104406 000","5887880 000","62900000 000","34900 000","32900 000","25.01.2022 22:18","15.02.2022 12:02"
"5125.01","247906954","PC","05h51m48.6s","879525 000","+15d52m55.36s","158820 440","-40460 000","-71120 000","24602800823 570","59096 210","27840 000","4350000 000","29615 400","4687600 000","12960000 000","90234 200","1715060 000","67100000 000","42100 000","15500 000","25.01.2022 22:18","03.01.2024 16:02"
"5126.01","27064468","CP","10h06m38.35s","1516597 830","+18d38m02.63s","186340 630","-545910 000","-106210 000","24602821145 070","54589 863","33900 000","12300000 000","44057 100","4021950 000","12470000 000","95622 500","1604140 000","62230000 000","43300 000","12400 000","25.01.2022 22:18","12.02.2024 12:02"
"5126.02","27064468","CP","10h06m38.35s","1516597 830","+18d38m02.63s","186340 630","-545910 000","-106210 000","24602583385 520","179051 919","45550 000","7710000 000","30063 300","765725 000","8240000 000","95622 500","1604140 000","62230000 000","43300 000","12400 000","08.02.2022 22:12","02.02.2024 10:08"
"5127.01","438170612","PC","06h24m47.92s","961996 830","+13d21m43.39s","133620 530","81820 000","-108930 000","24602390274 960","175328 625","31100 000","5470000 000","26032 400","535244 000","7530000 000","98049 300","1625820 000","61600000 000","43900 000","11400 000","25.01.2022 22:18","04.01.2024 10:08"
"5128.01","406495245","PC","09h33m16.23s","1433176 400","+09d10m06.32s","91684 210","-172750 000","-145490 000","24602746107 500","76014 943","30180 000","18980000 000","90079 600","4923700 000","13120000 000","82893 000","1939980 000","76420000 000","40900 000","19900 000","25.01.2022 22:18","02.02.2024 10:08"
"5129.01","101520163","PC","06h38m48.67s","997027 910","+29d05m21.56s","290893 220","-122180 000","64300 000","24602470002 360","74121 119","17800 000","9790000 000","36822 000","826575 000","8400000 000","101843 000","2019120 000","61780000 000","43600 000","11900 000","25.01.2022 22:18","04.01.2024 10:08"
"513.01","431999925","FP","08h03m09.59s","1207899 480","-20d00m36.33s","-200100 910","648700 000","-605300 000","24584929300 700","14454 330","36843 430","166352899 400","34936 270","292577 267","5931709 781","147095 000","1902254 000","32660000 000","49854 600","0.2690000","22.03.2019 22:54","15.08.2025 16:00"
"5130.01","75589027","PC","05h42m03.94s","855164 180","+28d14m28.29s","282411 920","565650 000","-840210 000","24602553331 560","21667 786","44160 000","2820000 000","17797 500","46540900 000","23010000 000","86488 500","1015500 000","62240000 000","43600 000","12000 000","25.01.2022 22:18","04.01.2024 10:08"
"5131.01","350043412","PC","10h22m03.75s","1555156 140","+10d00m11.52s","100031 990","-717390 000","162050 000","24595270188 250","94813 433","10190 000","94500000 000","63705 100","27971 200","3600000 000","131113 000","2151800 000","44270000 000","46700 000","0.6300000","25.01.2022 22:18","15.11.2024 16:02"
"5132.01","114516994","APC","05h53m13.97s","883082 220","+21d55m04.53s","219179 250","-20030 000","-26530 000","24595493869 440","15985 577","11900 000","25900000 000","110534 000","17179600 000","17930000 000","101485 000","4939100 000","79470000 000","40400 000","22000 000","25.01.2022 22:18","08.02.2023 12:02"
"5133.01","312221462","FP","05h53m35.08s","883961 570","+33d13m56.52s","332323 680","-31250 000","-32810 000","24595073905 440","304408 598","45860 000","15000000 000","71946 800","3717460 000","12230000 000","103703 000","4049550 000","81589000 000","43400 000","15800 000","25.01.2022 22:18","18.09.2024 10:08"
"5134.01","95010343","FP","07h37m15.09s","1143128 570","+24d30m56.57s","245157 130","-207770 000","-172030 000","24602723989 240","68804 590","20370 000","4450000 000","27763 300","1239420 000","9290000 000","91663 600","1499690 000","64740000 000","43200 000","13100 000","25.01.2022 22:18","17.01.2024 16:02"
"5135.01","172110606","FP","06h31m19.8s","978324 900","+32d23m48.41s","323967 800","646520 000","-100550 000","24603107087 980","20197 299","25630 000","4260000 000","32994 300","13531200 000","16890000 000","89614 700","1529700 000","58100000 000","39600 000","17700 000","25.01.2022 22:18","30.01.2024 16:02"
"5136.01","175236511","KP","08h39m15.29s","1298137 010","+23d21m26.77s","233574 370","131760 000","-103660 000","24595500965 640","78092 052","33930 000","4800000 000","27088 900","2306280 000","10850000 000","120789 000","4468210 000","59069000 000","43000 000","12200 000","25.01.2022 22:18","25.01.2022 16:02"
"5137.01","14570132","PC","08h24m05.64s","1260234 930","+22d46m59.52s","227832 010","-186590 000","-151490 000","24602809730 960","32092 033","0.6770000","20380000 000","63387 700","676268 000","","123450 000","2387750 000","50605000 000","","0.9100000","25.01.2022 22:18","26.12.2024 12:03"
"5138.01","38087018","KP","11h18m31.86s","1696327 550","-01d46m26.61s","-17740 580","-281500 000","216660 000","24595261915 530","17292 681","18278 099","230432055 193","126001 269","3139308 182","10735647 360","146026 000","4953170 000","43770000 000","45015 600","0.7664950","25.01.2022 22:30","26.11.2024 16:02"
"5139.01","95337971","PC","10h13m32.27s","1533844 530","+19d56m53.58s","199482 170","-1307010 000","-666540 000","24596268830 170","59471 027","15440 000","35400000 000","71443 700","478442 000","7320000 000","127263 000","1312190 000","38590000 000","46538 400","0.6000000","25.01.2022 22:30","01.05.2024 12:02"
"514.01","366576758","KP","08h31m31.9s","1278829 120","+11d55m20.12s","119222 550","-131490 000","-24520 000","24584958428 990","113909 685","38062 467","163377657 792","111984 741","469021 418","6674487 415","136674 000","4757580 000","50270000 000","45193 500","0.8759360","22.03.2019 22:54","26.11.2024 16:02"
"5140.01","175193677","PC","08h38m45.47s","1296894 460","+23d41m06.95s","236852 650","-473030 000","-1487780 000","24595477223 230","156113 633","32002 615","5204897 607","29033 347","1119728 668","8296557 911","63687 000","352600 000","60617700 000","43143 900","12256 800","25.01.2022 22:30","15.07.2022 16:02"
"5141.01","350020859","KP","10h18m41.06s","1546710 980","+10d07m43.85s","101288 460","53480 000","-424490 000","24595560030 330","118141 726","55649 352","15048941 670","69724 932","2756427 299","10392173 413","87476 100","1323450 000","56090000 000","39308 300","17859 800","25.01.2022 22:30","15.07.2022 16:02"
"5142.01","393495970","KP","10h42m24.57s","1606023 690","+07d26m06.28s","74350 770","-321700 000","-11650 000","24595763738 480","17554 285","17729 986","147165922 677","126229 850","8677365 296","13842569 724","110658 000","1859320 000","53060000 000","44300 000","0.9652220","25.01.2022 22:30","15.07.2022 16:02"
"5143.01","281837575","PC","11h01m27.63s","1653651 200","+05d08m22.13s","51394 810","-492600 000","-0.1220000","24595272429 700","52097 100","16975 678","113944691 538","120204 139","1581645 607","9044759 937","112668 000","1813800 000","52963800 000","45340 700","0.8541200","25.01.2022 22:30","13.11.2024 10:08"
"5143.02","281837575","PC","11h01m27.63s","1653651 200","+05d08m22.13s","51394 810","-492600 000","-0.1220000","24595267702 840","23843 304","19448 395","11286229 858","28597 467","4484410 045","11736702 026","112668 000","1813800 000","52963800 000","45340 700","0.8541200","25.01.2022 22:30","13.11.2024 10:08"
"5144.01","380619414","KP","11h43m37.93s","1759080 330","+06d33m49.62s","65637 840","-772400 000","110160 000","24602626698 600","26556 753","26111 014","202592262 626","","6403257 634","12829803 167","101500 000","1418870 000","58173000 000","","","25.01.2022 22:30","02.02.2024 10:08"
"5145.01","281885301","KP","11h39m50.46s","1749602 540","+00d36m12.95s","0.6035960","-187880 000","44150 000","24595540421 780","79177 855","31506 390","61503984 312","65930 786","887066 260","7827242 061","123049 000","2898270 000","53220000 000","45528 000","0.8404760","25.01.2022 22:31","02.02.2024 10:08"
"5146.01","173103335","KP","11h29m20.49s","1723353 710","-01d27m18.49s","-14551 360","940340 000","-781390 000","24595281791 190","100546 003","26406 210","13210200 310","21128 666","115485 637","4701665 660","105459 000","440727 000","39200000 000","46932 000","0.5508560","25.01.2022 22:31","26.11.2024 16:02"
"5147.01","95361530","PC","10h16m57.85s","1542410 540","+18d12m49.9s","182138 620","-17500 000","-238540 000","24596319678 900","39178 573","0.7390000","42700000 000","70751 100","179382 000","5730000 000","122325 000","2727470 000","51743900 000","44946 000","0.8800000","25.01.2022 22:31","27.02.2025 12:04"
"5148.01","291517604","PC","17h24m57.94s","2612414 010","-58d37m59s","-586330 550","96390 000","79880 000","24601173460 880","50637 114","60230 000","49400000 000","135595 000","8435130 000","15010000 000","100143 000","2375140 000","54470000 000","38600 000","19100 000","08.02.2022 19:33","28.08.2023 10:08"
"5149.01","286094277","PC","20h41m50.13s","3104588 650","+48d01m41.93s","480283 140","-138350 000","168300 000","24598148733 570","273714 952","97083 210","110528460 427","183071 322","954886 533","7972741 655","104815 000","2984580 000","59030000 000","40000 000","17058 100","08.02.2022 19:40","01.11.2024 10:08"
"515.01","366622912","CP","08h32m16.1s","1280670 930","+11d37m50.56s","116307 100","-95690 000","-21490 000","24584932839 040","31148 931","23721 346","259807010 915","121120 086","1980921 858","9568339 703","137988 000","4428130 000","49730000 000","44380 000","0.7495600","22.03.2019 22:54","15.11.2024 16:02"
"5150.01","40954422","FP","20h05m34.55s","3013939 520","+39d35m18.44s","395884 550","-18860 000","29890 000","24603364839 130","17578 288","32180 000","21160000 000","139433 000","297998000 000","36600000 000","100768 000","4343040 000","66400000 000","37600 000","25900 000","08.02.2022 19:43","04.03.2024 10:08"
"5151.01","388130237","PC","04h21m35.82s","653992 580","-67d28m12.5s","-674701 400","29270 000","-40800 000","24593238349 820","921950 434","44250 000","274000000 000","160082 000","13222 600","2980000 000","128337 000","4854210 000","56430000 000","44400 000","10000 000","08.02.2022 19:55","23.04.2024 10:09"
"5152.01","257527578","CP","03h05m10.23s","462926 370","-21d56m01.13s","-219336 470","198450 000","-10760 000","24590848320 760","543212 423","40240 000","37080000 000","116348 000","67645 300","4490000 000","106509 000","3828980 000","62070000 000","39900 000","18200 000","08.02.2022 20:12","18.09.2024 10:08"
"5153.01","124029677","CP","06h06m09.68s","915403 200","-19d57m12.4s","-199534 440","86950 000","-345620 000","24591970929 330","209108 406","44780 000","59360000 000","113547 000","495559 000","7390000 000","112150 000","3904840 000","64080000 000","42700 000","13800 000","08.02.2022 20:16","11.07.2022 12:03"
"5154.01","240849748","APC","22h43m50.33s","3409597 120","-16d27m44.87s","-164624 630","60330 000","-33210 000","24594707888 490","177256 773","16290 000","28600000 000","154613 000","392740 000","6970000 000","107203 000","3384910 000","60100000 000","40600 000","16300 000","08.02.2022 20:59","02.06.2022 12:03"
"5155.01","388811663","KP","01h13m41.78s","184241 010","+03d05m49.46s","30970 730","1626350 000","315770 000","24594567297 460","97956 535","27073 092","16337953 711","28237 599","219640 270","5521381 323","117603 000","1092180 000","41470000 000","45500 000","0.7066320","08.02.2022 21:10","26.11.2024 16:02"
"5156.01","468889418","PC","03h47m01.79s","567574 740","+08d39m52.77s","86646 590","139400 000","-226010 000","24602210384 880","228524 131","20350 000","12650000 000","89921 100","526640 000","7500000 000","102409 000","1609680 000","58579000 000","44000 000","10800 000","08.02.2022 21:28","04.01.2024 16:02"
"5157.01","38161230","APC","11h24m56.63s","1712359 520","-02d05m06.58s","-20851 600","70000 000","30000 000","24602842508 500","25194 039","11130 000","19350000 000","76572 900","2193440 000","","117475 000","4768840 000","63800000 000","","17600 000","08.02.2022 22:12","01.02.2024 16:02"
"5158.01","337647366","PC","08h44m45.93s","1311913 590","+16d14m37.15s","162436 540","-63480 000","-61140 000","24595756768 620","47464 485","24080 000","19400000 000","103209 000","2818230 000","11410000 000","128325 000","11759800 000","58905000 000","37600 000","22600 000","08.02.2022 22:12","19.02.2023 12:02"
"5159.01","286712787","PC","09h31m08.63s","1427859 560","+20d01m09.63s","200193 430","0.1450000","-672780 000","24595261448 840","58365 098","26998 895","2567044 803","16134 349","1331006 284","8662929 420","86739 000","551788 000","52590000 000","45300 000","0.8540840","08.02.2022 22:12","11.01.2025 12:03"
"5159.02","286712787","PC","09h31m08.63s","1427859 560","+20d01m09.63s","200193 430","0.1450000","-672780 000","24595277704 440","36469 454","24652 655","1451854 235","10301 459","2491602 293","10133032 371","86739 000","551788 000","52590000 000","45300 000","0.8540840","24.09.2024 23:11","11.01.2025 12:03"
"516.01","318937509","APC","07h29m31.57s","1123815 550","+02d50m52.63s","28479 530","188040 000","-387560 000","24584926499 740","10485 500","10627 990","346449539 780","41837 970","269192 494","5809456 261","141140 000","1505000 000","31090000 000","50657 700","0.2020000","22.03.2019 22:54","21.12.2021 12:01"
"5160.01","4165850","PC","07h38m33.46s","1146393 980","+31d23m40.03s","313944 540","-100130 000","42520 000","24602588874 330","42807 509","20510 000","4470000 000","22347 400","1775370 000","10160000 000","101870 000","1514650 000","56533000 000","44100 000","10300 000","08.02.2022 22:12","04.01.2024 16:02"
